id,split,question,model_response,rating,explanation,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note
116,TEST,How long has Harry Styles been a member of One Direction?,,,,before 2022,N/A,TRUE,multi-hop,never-changing,https://en.wikipedia.org/wiki/One_Direction#:~:text=The%20band%20went%20on%20indefinite%20hiatus%20in%20January%202016%2C%20allowing%20all%20members%20to%20pursue%20other%20projects.,One Direction is no longer active.,,,,,,,,,,
117,TEST,What is the smallest cube number which can be expressed as the sum of two different positive cube numbers in two different ways?,,,,before 2022,N/A,TRUE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Fermat%27s_Last_Theorem#:~:text=In%20number%20theory%2C%20Fermat%27s%20Last%20Theorem%20(sometimes%20called%20Fermat%27s%20conjecture%2C%20especially%20in%20older%20texts)%20states%20that%20no%20three%20positive%20integers%20a%2C%20b%2C%20and%20c%20satisfy%20the%20equation%20an%20%2B%20bn%20%3D%20cn%20for%20any%20integer%20value%20of%20n%20greater%20than%202.,"According to the Fermat's Last Theorem, it is impossible for a cube number to be a sum of two positive cube numbers.",,,,,,,,,,
118,TEST,"What was the text of Donald Trump's first Tweet in 2022, made after his unbanning from Twitter by Elon Musk?",,,,2023,N/A,TRUE,multi-hop,never-changing,https://twitter.com/realDonaldTrump,He did not tweet/post in 2022. His first tweet/post was made in 2023.,,,,,,,,,,
119,TEST,How many days are left until the next season of Atlanta airs?,,,,2022,N/A,TRUE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Atlanta_(TV_series)#:~:text=The%20fourth%20and%20final%20season%20concluded%20on%20November%2010%2C%202022,The final season already finished airing in 2022.,,,,,,,,,,
120,TEST,How much longer will Brittney Griner spend in the Russian prison?,,,,2022,N/A,TRUE,multi-hop,never-changing,https://edition.cnn.com/2022/12/08/politics/brittney-griner-released/index.html#:~:text=WNBA%20star%20Brittney%20Griner%20has%20been%20released%20from%20Russian%20detention,She was released in December 2022 as part of a prisoner swap.,,,,,,,,,,
121,TEST,By how many basis points did the Federal Reserve cut interest rates from August to December 2022? ,,,,2022,N/A,TRUE,multi-hop,never-changing,https://www.forbes.com/advisor/investing/fed-funds-rate-history/#:~:text=Fed%20Rate%20Hikes%202022%2D2023%3A%20Taming%20Inflation,The Federal Reserve increased rates in 2022 to combat inflation.,,,,,,,,,,
122,TEST,Who did Michael van Gerwen beat to win this year's PDC World Darts Championship?,,,,2023,2024,TRUE,one-hop,fast-changing,"https://en.wikipedia.org/wiki/PDC_World_Darts_Championship#:~:text=Smith%20(99.22)-,2023,%C2%A0Michael%20van%20Gerwen%20(99.58),-Cazoo",Michael van Gerwen did not win the 2023 PDC World Darts Championship.,"Michael Smith won the the 2023 PDC World Darts Championship, not Michael van Gerwen.",,,,,,,,,
123,TEST,What does Elon Musk use to refer to his position as X Corp.'s chairman and CTO in his current X Corp. bio?,,,,2023,every_time,TRUE,one-hop,fast-changing,https://twitter.com/elonmusk,Elon Musk's current X Corp. bio does not mention anything about his position as X Corp.'s chairman and CTO.,nothing,,,,,,,,,
124,TEST,Where will NeurIPS be located this year?,,,,2023,01/01/2024,TRUE,one-hop,fast-changing,https://nips.cc/#:~:text=NeurIPS%202023%20will%20be%20held%20again%20at%20the%20at%20the%20New%20Orleans%20Ernest%20N.%20Morial%20Convention%20Center.,NeurIPS 2023 is being held at the at the New Orleans Ernest N. Morial Convention Center already.,,,,,,,,,,
125,TEST,How many children does Leonardo DiCaprio have?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://www.thethings.com/why-doesnt-leonardo-dicaprio-have-kids/#:~:text=Why%20Doesn%27t%20Leonardo%20DiCaprio%20Have%20Kids%3F
https://en.wikipedia.org/wiki/Leonardo_DiCaprio#:~:text=Dicaprio%20Bootle.-,Leonardo%20DiCaprio,-DiCaprio%20in%202019",Leonardo DiCaprio does not have any children.,,,,,,,,,,
126,TEST,How many humans have landed on Mars?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Human_mission_to_Mars#:~:text=As%20of%202023%2C%20only%20robotic%20landers%20and%20rovers%20have%20been%20on%20Mars.,No humans have been to Mars yet.,0,zero,none,,,,,,,
127,TEST,How many UC schools are there in the States?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/University_of_California#:~:text=The%20system%20is%20composed%20of%20its%20ten%20campuses,10,10 schools,ten,ten schools,,,,,,,
128,TEST,Who is the highest-paid coach per season ever on the American television series The Voice?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_highest-paid_American_television_stars#Network_primetime_salaries_per_season:~:text=%5B23%5D-,Ariana%20Grande,2021,-%5B24%5D",Ariana Grande,Ariana Grande-Butera,,,,,,,,,
129,TEST,Who is the CEO of Google?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Google#:~:text=Key%20people-,Sundar%20Pichai%20(CEO),-Ruth%20Porat%20(",Sundar Pichai,Pichai Sundararajan,,,,,,,,,
130,TEST,How much does parking cost at the Big E? ,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://www.thebige.com/p/generalinfo/bigeinfo#:~:text=On%2Dsite%20parking%20is%20available%20for%20%2410%20(cash%20only)%20in%20Lot%209.,$10 ,10 USD,,,,,,,,,
131,TEST,What is the top-ranked university in the US according to the US News Ranking?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://www.usnews.com/best-colleges,Princeton University,Princeton,,,,,,,,,
132,TEST,What's the world record time for running a mile?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Mile_run_world_record_progression#:~:text=Hicham%20El%20Guerrouj%20is%20the%20current%20men%27s%20record%20holder%20with%20his%20time%20of%203%3A43.13,03:43.1,3 minutes and 43 seconds,,,,,,,,,
133,TEST,How many grand slams does Rafael Nadal have?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Rafael_Nadal#:~:text=Nadal%20has%20won%2022%20Grand%20Slam%20men%27s%20singles%20titles,22,twenty two,,,,,,,,,
134,TEST,Who is the current German chancellor?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Chancellor_of_Germany#:~:text=Incumbent%0AOlaf%20Scholz,Olaf Scholz,,,,,,,,,,
135,TEST,How many seats are there in the German Bundestag?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Bundestag#:~:text=Structure-,Seats,736,-%5B1%5D",736,,,,,,,,,,
136,TEST,What is the best-selling video game franchise of all time?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_best-selling_video_game_franchises#At_least_200_million_copies:~:text=Sales-,Mario,-July%209%2C%201981
https://en.wikipedia.org/wiki/Mario_(franchise)#:~:text=It%20is%20the%20best%2Dselling%20video%20game%20franchise%20of%20all%20time",Mario,,,,,,,,,,
137,TEST,What U.S. state has the highest gross domestic product?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_U.S._states_and_territories_by_GDP#:~:text=The%20three%20U.S.%20states%20with%20the%20highest%20GDPs%20were%20California%20(%243.6%20trillion)%2C%20Texas%20(%242.356%20trillion)%2C%20and%20New%20York%20(%242.053%20trillion).,California,,,,,,,,,,
138,TEST,How many English translations of Les Miserables are there?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://welovetranslations.com/2021/07/29/whats-the-best-translation-of-les-miserables/#:~:text=There%20are%20eight%20English%20translations%20of%20Les%20Miserables%2C%20shown%20below%20in%20chronological%20order.
https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables#English_translations:~:text=Europe%20and%20abroad.-,English%20translations,-Charles%20E.%20Wilbour",8,eight,,,,,,,,,
139,TEST,How many books has Shoshana Zuboff published?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Shoshana_Zuboff#Books:~:text=Facebook.%5B22%5D-,Books,-%5Bedit%5D",3,three,,,,,,,,,
140,TEST,Who holds the world's record for fastest rap in a number one single?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://www.guinnessworldrecords.com/world-records/620871-fastest-rap-in-a-no-1-single,Eminem,,,,,,,,,,
141,TEST,How many core faculty are there in the UMass NLP lab?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://nlp.cs.umass.edu/members/#:~:text=multidisciplinary%20affiliates.-,Faculty,-Laure%20Thompson%0A%20%20%0ACultural",4,four,,,,,,,,,
142,TEST,How many member nations exist in the United Nations?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://www.worldometers.info/united-nations/#:~:text=Countries%20in%20the%20UN%3A,193
https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations#:~:text=The%20member%20states%20of%20the%20United%20Nations%20comprise%20193%20sovereign%20states.",193,193 members,193 member states,193 sovereign states,,,,,,,
143,TEST,Who is the current Prime Minister of Japan?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Prime_Minister_of_Japan#:~:text=Fumio%20Kishida%20is%20the%20current%20prime%20minister%20of%20Japan
https://en.wikipedia.org/wiki/List_of_prime_ministers_of_Japan#List_of_prime_ministers:~:text=Fumio%20Kishida%0A%E5%B2%B8%E7%94%B0,Incumbent",Fumio Kishida,Kishida,,,,,,,,,
144,TEST,Which is the oldest still-running university in the world?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_oldest_universities_in_continuous_operation#:~:text=The%20University%20of%20Bologna%20in%20Bologna%2C%20Italy%2C%20where%20teaching%20began%20around%201088%20and%20which%20was%20organised%20into%20a%20university%20in%20the%20late%20twelfth%20century%2C%20is%20the%20world%27s%20oldest%20university%20in%20continuous%20operation,University of Bologna ,,,,,,,,,,
145,TEST,What is the best-selling jazz album of all time?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://www.newsweek.com/how-kind-blue-became-best-selling-jazz-album-ever-77791#:~:text=How%20%27Kind%20of%20Blue%27%20became%20the%20best%2Dselling%20jazz%20album%20ever
https://bestofjazz.org/what-is-the-best-selling-jazz-album-of-all-time/#:~:text=The%20best%2Dselling%20jazz%20instrumental%20album%20of%20all%20time%20is%C2%A0Kind%20of%20Blue%C2%A0by%20Miles%20Davis",Kind of Blue,,,,,,,,,,
146,TEST,Who holds record for highest goals scored in international football for Malaysia?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_men%27s_footballers_with_50_or_more_international_goals#:~:text=%5B41%5D-,5,%C2%A0Malaysia,-AFC",Mokhtar Dahari,Dahari,Datuk Mohd Mokhtar Dahari,,,,,,,,
147,TEST,How many games are there in the Ace Attorney main series? ,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Ace_Attorney#:~:text=The%20series%20currently%20consists%20of,games%20and%20five%20spin%2Doffs.",6,six,,,,,,,,,
148,TEST,Where is Tesla's headquarters?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Tesla,_Inc.#:~:text=Gigafactory%20Texas%2C%20Austin%2C%20Texas%2C%20U.S.","Austin, TX",Austin,,,,,,,,,
149,TEST,The longest unbeaten streak of all time in the Premier League is how many matches?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Premier_League_records_and_statistics#:~:text=Most%20consecutive%20matches%20undefeated%3A%2049%2C%20Arsenal%20(7%20May%202003%20%E2%80%93%2024%20October%202004),49,forty nine,forty-nine,49 matches,49 matches by Arsenal FC,,,,,,
150,TEST,Which language has the third largest population by total number of speakers?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_languages_by_total_number_of_speakers#Ethnologue_(2022,_25th_edition):~:text=1.138%20billion-,Hindi,-(excl.%20Urdu",Hindi,,,,,,,,,,
151,TEST,What is the name of the worldwide highest grossing Bollywood movie?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_highest-grossing_Indian_films#Highest-grossing_films,Dangal,,,,,,,,,,
152,TEST,Which is the second largest language edition of Wikipedia according to article count?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Wikipedia#Language_editions:~:text=English%206%2C755%2C934-,Cebuano,-6%2C122%2C276",Cebuano,,,,,,,,,,
153,TEST,Which K-Pop artist has the most followers on Instagram?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_most-followed_Instagram_accounts#:~:text=39,Lisa",Lisa from BLACKPINK,,,,,,,,,,
154,TEST,Can women attend universities in Afghanistan?,,,,before 2022,occasionally,FALSE,one-hop,slow-changing,https://www.cnn.com/2023/11/03/asia/pakistan-expels-afghanistan-migrants-hnk-intl/index.html#:~:text=Since%20seizing%20control%20of%20Afghanistan%20in%20August%202021%2C%20the%20radical%20Islamist%20group%20has%20cracked%20down%20on%20women%E2%80%99s%20rights%2C%C2%A0closed%C2%A0secondary%20schools%20for%20girls%2C%C2%A0banned%20women%20from%C2%A0attending%20university%C2%A0or%20entering%20many%20public%20spaces%2C%20and%20prohibited%20them%20from%20working%20in%20most%20sectors.,No,,,,,,,,,,
155,TEST,What is the most populous city in Chile?,,,,before 2022,N/A,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Santiago#:~:text=Santiago%20(/,Chile%27s%20total%20population.",Santiago,Santiago de Chile,"Santiago, Chile",,,,,,,,
156,TEST,What was the shortest war in history?,,,,before 2022,hardly_ever,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Anglo-Zanzibar_War#:~:text=The%20Anglo%2DZanzibar%20War%20was%20a%20military%20conflict%20fought%20between%20the%20United%20Kingdom%20and%20the%20Zanzibar%20Sultanate%20on%2027%20August%201896.%20The%20conflict%20lasted%20between%2038%20and%2045%20minutes%2C%20marking%20it%20as%20the%20shortest%20recorded%20war%20in%20history.,Anglo-Zanzibar War,,,,,,,,,,
157,TEST,What month and year did Bitcoin reach its peak value?,,,,before 2022,frequently,FALSE,one-hop,slow-changing,https://www.google.com/finance/quote/BTC-USD?hl=en&window=5Y,Nov-21,Nov-21,11/2021,,,,,,,,
158,TEST,Who is the President of the United States?,,,,before 2022,01/20/2025,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/President_of_the_United_States#:~:text=Presidential%20flag-,Incumbent%0AJoe%20Biden,-since%C2%A0January%2020",Joe Biden,Joseph Robinette Biden Jr,,,,,,,,,
159,TEST,Where were the Summer Olympics held most recently?,,,,before 2022,07/26/2024,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Summer_Olympic_Games#List_of_Summer_Olympic_Games:~:text=2020%5B82%5D,8%20August%202021","Tokyo, Japan",,,,,,,,,,
160,TEST,When is the next leap year?,,,,before 2022,01/01/2024,FALSE,one-hop,slow-changing,https://www.calendar.best/leap-years.html#:~:text=So%202024%20will%20be%20a%20leap%20year,2024,,,,,,,,,,
161,TEST,Will there be a total solar eclipse in the continental US this year?,,,,before 2022,01/01/2024,FALSE,one-hop,slow-changing,https://eclipse.aas.org/eclipse-america-2023-2024#:~:text=another%20total%20solar%20eclipse%20is%20coming%20to%20North%20America%20on%20April%208%2C%202024,No,,,,,,,,,,
162,TEST,In which year was the last UEFA European Championship was held?,,,,before 2022,2024,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/UEFA_Euro_2020#:~:text=11%20June%20%E2%80%93%2011%20July%202021,2021,,,,,,,,,,
163,TEST,How many food allergens with mandatory labeling are there in the United States?,,,,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Food_allergy#Regulation_of_labelling,9,nine,,,,,,,,,
164,TEST,Who is the X Corp.'s CEO?,,,,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/X_Corp.#:~:text=Linda%20Yaccarino%20(CEO),Linda Yaccarino,,,,,,,,,,
165,TEST,Who has the most followers on Twitter?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_most-followed_Twitter_accounts#:~:text=Country-,1,Elon%20Musk,-161",Elon Musk,Elon Reeve Musk,,,,,,,,,
166,TEST,What's the largest stadium by capacity in the world?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_stadiums_by_capacity#Capacity_of_100,000_or_more:~:text=Narendra%20Modi%20Stadium,2%5D%5B3%5D",Narendra Modi Stadium,,,,,,,,,,
167,TEST,How many children does Elon Musk have?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Elon_Musk#cite_note-3:~:text=Children,a%5D%5B4%5D",11 (one child is deceased),eleven (one child is deceased),10,ten,,,,,,,
168,TEST,How many seasons of the Mandalorian have been released?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/The_Mandalorian#:~:text=No.%20of%20seasons-,3,-No.%20of",3,three,,,,,,,,,
169,TEST,Who is the chancellor of UMass Amherst?,,,,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_chancellors_of_the_University_of_Massachusetts_Amherst#:~:text=Javier%20Reyes%20(2023%E2%80%93present),Javier Reyes,,,,,,,,,,
170,TEST,Who is the U.S. representative for New York's 12th congressional district?,,,,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/New_York%27s_12th_congressional_district#:~:text=As%20of%202023%2C%20it%20is%20represented%20by%20Democrat%20Jerry%20Nadler,Jerry Nadler,Jerrold Lewis Nadler,Democrat Jerry Nadler,,,,,,,,
171,TEST,What is the most recently released Studio Ghibli film?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_Studio_Ghibli_works#FeThe%20Boy%20and%20the%20Heronture_films:~:text=92%25%5B22%5D-,2023,The%20Boy%20and%20the%20Heron,-Hayao%20Miyazaki",The Boy and the Heron,,,,,,,,,,
172,TEST,How many LA metro rail stations are there?,,,,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Metro_Rail_stations#:~:text=The%20system%20includes%20101%20metro%20stations,101,,,,,,,,,,
173,TEST,What is Cristiano Ronaldo's current club?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Cristiano_Ronaldo#:~:text=Current%20team,Al%20Nassr",Al Nassr,Al Nassr FC,,,,,,,,,
174,TEST,Who is the highest-paid athlete in the world?,,,,2023,occasionally,FALSE,one-hop,slow-changing,https://www.necn.com/news/sports/who-are-the-highest-paid-athletes-in-the-world/2885697/#:~:text=Cristiano%20Ronaldo%20%E2%80%93%20%24136%20million,Cristiano Ronaldo,,,,,,,,,,
175,TEST,How many asteroids have been discovered before impacting Earth?,,,,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Asteroid_impact_prediction#List_of_successfully_predicted_asteroid_impacts,7,seven,,,,,,,,,
176,TEST,Which country is currently at the top rank at the FIBA Men's World Ranking?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/FIBA_Men%27s_World_Ranking#:~:text=Points-,1,%C2%A0United%20States,-786.6",United States,,,,,,,,,,
177,TEST,What is Croatia's current national currency?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Croatia#:~:text=Currency,)%20(EUR)",Euro,,,,,,,,,,
178,TEST,How many member states are there in the Eurozone?,,,,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Eurozone#:~:text=a%20currency%20union%20of%2020%C2%A0member%20states,20,twenty,,,,,,,,,
179,TEST,Which country is the most recent member state of the Schengen Area?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Schengen_Area#Current_members:~:text=1995%5B25%5D-,Croatia,-56%2C594",Croatia,,,,,,,,,,
180,TEST,Who is the current leader of al-Qaeda?,,,,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Al-Qaeda#:~:text=Saif%20al%2DAdel%0A(de%20facto%3B%202022%E2%80%93present),Saif al-Adel,,,,,,,,,,
181,TEST,How many properties are there in the latest list of World Heritage in danger?,,,,2023,occasionally,FALSE,one-hop,slow-changing,https://whc.unesco.org/en/danger/#:~:text=The%2056%20properties%20which%20the%20World%20Heritage%20Committee%20has%20decided%20to%20include%20on%20the%20List%20of%20World%20Heritage%20in%20danger%20in%20accordance%20with%20Article%C2%A011%C2%A0(4)%20of%20the%20Convention.,56,,,,,,,,,,
182,TEST,What is Greg Egan's latest novel?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Greg_Egan#Novels:~:text=%5Bedit%5D-,Novels,-%5Bedit%5D",Scale,,,,,,,,,,
183,TEST,What country became the latest country to adopt the Euro?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Eurozone#Eurozone:~:text=Croatia%5Ba%5D,2023",Croatia,,,,,,,,,,
184,TEST,Tom Brady holds the NFL's single-season record for completions by successfully throwing how many passes?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://www.pro-football-reference.com/leaders/pass_cmp_single_season.htm#:~:text=Brady%20(45)-,490,-2022",490,,,,,,,,,,
185,TEST,Who is the most recent player to win both the PDC World Youth Championship and the PDC World Darts Championship?,,,,2023,01/03/2024,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Michael_Smith_(darts_player)#:~:text=He%20also%20became%20the%20first%20player%20to%20win%20both%20the%20PDC%20World%20Youth%20Championship%20and%20the%20PDC%20World%20Darts%20Championship.,Michael Smith,,,,,,,,,,
186,TEST,Which country won the latest World Pastry Cup?,,,,2023,2025,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/World_Pastry_Cup#:~:text=%C2%A0%3A%20Moe%20Takahashi%2C%20Naritoshi%20Suzuka%20and%20Yusaku%20Shibata,Japan,,,,,,,,,,
187,TEST,How many vehicle models does Tesla offer?,,,,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Tesla,_Inc.#Automotive_products:~:text=As%20of%20November%C2%A02023%2C%20Tesla%20offers%20six%20vehicle%20models%3A%20Model%20S%2C%20Model%20X%2C%20Model%203%2C%20Model%20Y%2C%20Tesla%20Semi%2C%20and%20Cybertruck.",6,six,six vehicle models,,,,,,,,
188,TEST,What's the latest major version of the .NET?,,,,2023,11/01/2024,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/.NET#:~:text=.NET%208,November%2014%2C%202023",.NET 8,,,,,,,,,,
189,TEST,What is the largest lottery jackpot for a single ticket in history?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Lottery_jackpot_records#:~:text=Notes-,1,not%20take%20place%20until%20the%20morning%20of%20November%208.%5B7%5D,-2",$2.04 billion Powerball jackpot,$2.04 billion,,,,,,,,,
190,TEST,What is the title of Taylor Swift's most recent studio album?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Taylor_Swift_albums_discography#Studio_albums:~:text=Platinum%5B83%5D-,Midnights,Released%3A%20October%2021%2C%202022,-Label%3A%20Republic",Midnights,,,,,,,,,,
191,TEST,How many World Series titles have the Houston Astros won?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Houston_Astros#:~:text=World%20Series%20titles,20172022",two,2,,,,,,,,,
192,TEST,Who is the most recent former Prime Minister of the United Kingdom?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_prime_ministers_of_the_United_Kingdom#Prime_ministers:~:text=Johnson%20II-,Liz%20Truss,-%5B97%5D%0AMP",Liz Truss,Mary Elizabeth Truss,Elizabeth Truss,,,,,,,,
193,TEST,Which country recently had many people killed and injured in a crowd crush during Halloween festivities?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_fatal_crowd_crushes#21st_century:~:text=159,the%20159th%20victim.",South Korea,,,,,,,,,,
194,TEST,Which famous soccer player of Brazil passed away recently?,,,,2022,occasionally,FALSE,one-hop,slow-changing,https://www.cnbc.com/2022/12/29/pel-brazilian-soccer-star-dies-at-age-82.html#:~:text=Pel%C3%A9%2C%20the%20Brazilian%20soccer%20icon%20who%20brought%20the%20World%20Cup%20trophy%20to%20his%20home%20country%20three%20times%2C%20becoming%20an%20international%20superstar%20and%20the%20highest%2Dpaid%20team%20athlete%20in%20the%20world%20at%20the%20time%2C%20has%20died.%20He%20was%2082.,Pelé,Pele,Edson Arantes do Nascimento,,,,,,,,
195,TEST,What is the name of the most recent episode of The Lord of the Rings: The Rings of Power?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Rings_of_Power#:~:text=October%C2%A07%2C%C2%A02022-,8,October%C2%A014%2C%C2%A02022,-Season%202%5B",Alloyed,,,,,,,,,,
196,TEST,What is Amazon Prime Video's most watched premiere ever?,,,,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Rings_of_Power#:~:text=Amazon%20said%20the%20season%20was%20the%20most%2Dwatched%20of%20any%20Prime%20Video%20original%20series,The Lord of the Rings: The Rings of Power,The Rings of Power,,,,,,,,,
197,TEST,What is the name of NASA's new telescope that allows us to see deeper into space than ever before?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_space_telescopes#Infrared_and_submillimetre:~:text=James%20Webb%20Space,ESA/CSA",The James Webb Space Telescope,The Webb Telescope,James Webb Space Telescope,Webb Telescope,,,,,,,
198,TEST,Who is the current Prime Minister of the United Kingdom?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_prime_ministers_of_the_United_Kingdom#Prime_ministers:~:text=r.%E2%80%892022%E2%80%93present-,Rishi%20Sunak,-%5B98%5D%0AMP",Rishi Sunak,Sunak,,,,,,,,,
199,TEST,Who is the most recent woman to become President of Peru?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_presidents_of_Peru#:~:text=Dina%20Boluarte%0A(born,Incumbent",Dina Boluarte,Dina Ercilia Boluarte Zegarra,,,,,,,,,
200,TEST,What is the most recent outbreak declared as a public health emergency of international concern by WHO?,,,,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Public_health_emergency_of_international_concern#Declarations:~:text=.%5B75%5D-,Mpox%20(2022%E2%80%932023),-%5Bedit%5D",Monkeypox,monkeypox outbreak,,,,,,,,,
201,TEST,What country recently invaded Ukraine?,,,,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Russian_invasion_of_Ukraine#:~:text=On%2024%20February%202022%2C%20Russia%20invaded%20Ukraine%20in%20an%20escalation%20of%20the%20Russo%2DUkrainian%20War%20that%20started%20in%202014.,Russia,,,,,,,,,,
